timestamp,generation
2022-01-09 13:10:00,9479
2022-01-09 14:10:00,10559.4
2022-01-09 15:10:00,6914
2022-01-09 16:10:00,72.2
2022-01-09 17:10:00,0
2022-01-09 18:10:00,0
2022-01-09 19:10:00,0
2022-01-09 20:10:00,0
2022-01-09 21:10:00,0
2022-01-09 22:10:00,0
2022-01-09 23:10:00,0
2022-01-10 00:10:00,0
2022-01-10 01:10:00,0
2022-01-10 02:10:00,0
2022-01-10 03:10:00,0
2022-01-10 04:10:00,0
2022-01-10 05:10:00,0
2022-01-10 06:10:00,0
2022-01-10 07:10:00,0
2022-01-10 08:10:00,127
2022-01-10 09:10:00,464.4
2022-01-10 10:10:00,492
2022-01-10 11:10:00,625.4
2022-01-10 12:10:00,610.4
2022-01-10 13:10:00,349.8
2022-01-10 14:10:00,1071.2
2022-01-10 15:10:00,281.4
2022-01-10 16:10:00,126.6
2022-01-10 17:10:00,0
2022-01-10 18:10:00,0
2022-01-10 19:10:00,0
2022-01-10 20:10:00,0
2022-01-10 21:10:00,0
2022-01-10 22:10:00,0
2022-01-10 23:10:00,0
2022-01-11 00:10:00,0
2022-01-11 01:10:00,0
2022-01-11 02:10:00,0
2022-01-11 03:10:00,0
2022-01-11 04:10:00,0
2022-01-11 05:10:00,0
2022-01-11 06:10:00,0
2022-01-11 07:10:00,0
2022-01-11 08:10:00,239.6
2022-01-11 09:10:00,10019.2
2022-01-11 10:10:00,12825.2
2022-01-11 11:10:00,14173.8
2022-01-11 12:10:00,14763.2
2022-01-11 13:10:00,13724.4
2022-01-11 14:10:00,11579.8
2022-01-11 15:10:00,8253.8
2022-01-11 16:10:00,72.2
2022-01-11 17:10:00,0
2022-01-11 18:10:00,0
2022-01-11 19:10:00,0
2022-01-11 20:10:00,0
2022-01-11 21:10:00,0
2022-01-11 22:10:00,0
2022-01-11 23:10:00,0
2022-01-12 00:10:00,0
2022-01-12 01:10:00,0
2022-01-12 02:10:00,0
2022-01-12 03:10:00,0
2022-01-12 04:10:00,0
2022-01-12 05:10:00,0
2022-01-12 06:10:00,0
2022-01-12 07:10:00,0
2022-01-12 08:10:00,527.2
2022-01-12 09:10:00,4272
2022-01-12 10:10:00,11700.2
2022-01-12 11:10:00,10274.8
2022-01-12 12:10:00,13478.6
2022-01-12 13:10:00,9472
2022-01-12 14:10:00,7701.6
2022-01-12 15:10:00,8038.6
2022-01-12 16:10:00,93.6
2022-01-12 17:10:00,0
2022-01-12 18:10:00,0
2022-01-12 19:10:00,0
2022-01-12 20:10:00,0
2022-01-12 21:10:00,0
2022-01-12 22:10:00,0
2022-01-12 23:10:00,0
2022-01-13 00:10:00,0
2022-01-13 01:10:00,0
2022-01-13 02:10:00,0
2022-01-13 03:10:00,0
2022-01-13 04:10:00,0
2022-01-13 05:10:00,0
2022-01-13 06:10:00,0
2022-01-13 07:10:00,0
2022-01-13 08:10:00,257.4
2022-01-13 09:10:00,10278.4
2022-01-13 10:10:00,13124.6
2022-01-13 11:10:00,14362.2
2022-01-13 12:10:00,14715.2
2022-01-13 13:10:00,13732.6
2022-01-13 14:10:00,11756.2
2022-01-13 15:10:00,8448.2
2022-01-13 16:10:00,82.2
2022-01-13 17:10:00,0
2022-01-13 18:10:00,0
2022-01-13 19:10:00,0
2022-01-13 20:10:00,0
2022-01-13 21:10:00,0
2022-01-13 22:10:00,0
2022-01-13 23:10:00,0
2022-01-14 00:10:00,0
2022-01-14 01:10:00,0
2022-01-14 02:10:00,0
2022-01-14 03:10:00,0
2022-01-14 04:10:00,0
2022-01-14 05:10:00,0
2022-01-14 06:10:00,0
2022-01-14 07:10:00,0
2022-01-14 08:10:00,258.2
2022-01-14 09:10:00,10325.2
2022-01-14 10:10:00,13027.2
2022-01-14 11:10:00,14447
2022-01-14 12:10:00,14811.2
2022-01-14 13:10:00,14108
2022-01-14 14:10:00,11952.8
2022-01-14 15:10:00,8729.4
2022-01-14 16:10:00,93.6
2022-01-14 17:10:00,0
2022-01-14 18:10:00,0
2022-01-14 19:10:00,0
2022-01-14 20:10:00,0
2022-01-14 21:10:00,0
2022-01-14 22:10:00,0
2022-01-14 23:10:00,0
2022-01-15 00:10:00,0
2022-01-15 01:10:00,0
2022-01-15 02:10:00,0
2022-01-15 03:10:00,0
2022-01-15 04:10:00,0
2022-01-15 05:10:00,0
2022-01-15 06:10:00,0
2022-01-15 07:10:00,0
2022-01-15 08:10:00,258.2
2022-01-15 09:10:00,10409.6
2022-01-15 10:10:00,13334
2022-01-15 11:10:00,14831.8
2022-01-15 12:10:00,15185.4
2022-01-15 13:10:00,14139.6
2022-01-15 14:10:00,12115.2
2022-01-15 15:10:00,8823.8
2022-01-15 16:10:00,103.8
2022-01-15 17:10:00,0
2022-01-15 18:10:00,0
2022-01-15 19:10:00,0
2022-01-15 20:10:00,0
2022-01-15 21:10:00,0
2022-01-15 22:10:00,0
2022-01-15 23:10:00,0
2022-01-16 00:10:00,0
2022-01-16 01:10:00,0
2022-01-16 02:10:00,0
2022-01-16 03:10:00,0
2022-01-16 04:10:00,0
2022-01-16 05:10:00,0
2022-01-16 06:10:00,0
2022-01-16 07:10:00,0
2022-01-16 08:10:00,258.2
2022-01-16 09:10:00,10450.2
2022-01-16 10:10:00,13125.6
2022-01-16 11:10:00,14562.4
2022-01-16 12:10:00,14921
2022-01-16 13:10:00,13970.2
2022-01-16 14:10:00,12027.2
2022-01-16 15:10:00,8826.6
2022-01-16 16:10:00,114.2
2022-01-16 17:10:00,0
2022-01-16 18:10:00,0
2022-01-16 19:10:00,0
2022-01-16 20:10:00,0
2022-01-16 21:10:00,0
2022-01-16 22:10:00,0
2022-01-16 23:10:00,0
2022-01-17 00:10:00,0
2022-01-17 01:10:00,0
2022-01-17 02:10:00,0
2022-01-17 03:10:00,0
2022-01-17 04:10:00,0
2022-01-17 05:10:00,0
2022-01-17 06:10:00,0
2022-01-17 07:10:00,0
2022-01-17 08:10:00,244.2
2022-01-17 09:10:00,9969.2
2022-01-17 10:10:00,12638.2
2022-01-17 11:10:00,14260.8
2022-01-17 12:10:00,14438
2022-01-17 13:10:00,13742.2
2022-01-17 14:10:00,11834.8
2022-01-17 15:10:00,8766
2022-01-17 16:10:00,125.6
2022-01-17 17:10:00,0
2022-01-17 18:10:00,0
2022-01-17 19:10:00,0
2022-01-17 20:10:00,0
2022-01-17 21:10:00,0
2022-01-17 22:10:00,0
2022-01-17 23:10:00,0
2022-01-18 00:10:00,0
2022-01-18 01:10:00,0
2022-01-18 02:10:00,0
2022-01-18 03:10:00,0
2022-01-18 04:10:00,0
2022-01-18 05:10:00,0
2022-01-18 06:10:00,0
2022-01-18 07:10:00,0
2022-01-18 08:10:00,283.4
2022-01-18 09:10:00,10066.8
2022-01-18 10:10:00,12546.4
2022-01-18 11:10:00,13734.6
2022-01-18 12:10:00,14054.2
2022-01-18 13:10:00,13588
2022-01-18 14:10:00,11540.8
2022-01-18 15:10:00,8521.6
2022-01-18 16:10:00,136.4
2022-01-18 17:10:00,0
2022-01-18 18:10:00,0
2022-01-18 19:10:00,0
2022-01-18 20:10:00,0
2022-01-18 21:10:00,0
2022-01-18 22:10:00,0
2022-01-18 23:10:00,0
2022-01-19 00:10:00,0
2022-01-19 01:10:00,0
2022-01-19 02:10:00,0
2022-01-19 03:10:00,0
2022-01-19 04:10:00,0
2022-01-19 05:10:00,0
2022-01-19 06:10:00,0
2022-01-19 07:10:00,0
2022-01-19 08:10:00,334.6
2022-01-19 09:10:00,9435.8
2022-01-19 10:10:00,12124
2022-01-19 11:10:00,13418.6
2022-01-19 12:10:00,13879.2
2022-01-19 13:10:00,12811.4
2022-01-19 14:10:00,11260.8
2022-01-19 15:10:00,8372.4
2022-01-19 16:10:00,159.8
2022-01-19 17:10:00,0
2022-01-19 18:10:00,0
2022-01-19 19:10:00,0
2022-01-19 20:10:00,0
2022-01-19 21:10:00,0
2022-01-19 22:10:00,0
2022-01-19 23:10:00,0
2022-01-20 00:10:00,0
2022-01-20 01:10:00,0
2022-01-20 02:10:00,0
2022-01-20 03:10:00,0
2022-01-20 04:10:00,0
2022-01-20 05:10:00,0
2022-01-20 06:10:00,0
2022-01-20 07:10:00,0
2022-01-20 08:10:00,334.6
2022-01-20 09:10:00,9607.8
2022-01-20 10:10:00,12422.8
2022-01-20 11:10:00,14011.4
2022-01-20 12:10:00,14399.2
2022-01-20 13:10:00,13502.8
2022-01-20 14:10:00,11525.2
2022-01-20 15:10:00,8478.8
2022-01-20 16:10:00,3726.6
2022-01-20 17:10:00,0
2022-01-20 18:10:00,0
2022-01-20 19:10:00,0
2022-01-20 20:10:00,0
2022-01-20 21:10:00,0
2022-01-20 22:10:00,0
2022-01-20 23:10:00,0
2022-01-21 00:10:00,0
2022-01-21 01:10:00,0
2022-01-21 02:10:00,0
2022-01-21 03:10:00,0
2022-01-21 04:10:00,0
2022-01-21 05:10:00,0
2022-01-21 06:10:00,0
2022-01-21 07:10:00,0
2022-01-21 08:10:00,540.2
2022-01-21 09:10:00,1046.8
2022-01-21 10:10:00,1054.2
2022-01-21 11:10:00,1224
2022-01-21 12:10:00,2029.4
2022-01-21 13:10:00,1847.8
2022-01-21 14:10:00,2465.2
2022-01-21 15:10:00,3316.2
2022-01-21 16:10:00,2802.8
2022-01-21 17:10:00,0
2022-01-21 18:10:00,0
2022-01-21 19:10:00,0
2022-01-21 20:10:00,0
2022-01-21 21:10:00,0
2022-01-21 22:10:00,0
2022-01-21 23:10:00,0
2022-01-22 00:10:00,0
2022-01-22 01:10:00,0
2022-01-22 02:10:00,0
2022-01-22 03:10:00,0
2022-01-22 04:10:00,0
2022-01-22 05:10:00,0
2022-01-22 06:10:00,0
2022-01-22 07:10:00,0
2022-01-22 08:10:00,662.6
2022-01-22 09:10:00,3311.2
2022-01-22 10:10:00,4687.4
2022-01-22 11:10:00,9687
2022-01-22 12:10:00,14458.8
2022-01-22 13:10:00,13852.8
2022-01-22 14:10:00,11858.2
2022-01-22 15:10:00,8920.4
2022-01-22 16:10:00,4219.8
2022-01-22 17:10:00,0
2022-01-22 18:10:00,0
2022-01-22 19:10:00,0
2022-01-22 20:10:00,0
2022-01-22 21:10:00,0
2022-01-22 22:10:00,0
2022-01-22 23:10:00,0
2022-01-23 00:10:00,0
2022-01-23 01:10:00,0
2022-01-23 02:10:00,0
2022-01-23 03:10:00,0
2022-01-23 04:10:00,0
2022-01-23 05:10:00,0
2022-01-23 06:10:00,0
2022-01-23 07:10:00,0
2022-01-23 08:10:00,309
2022-01-23 09:10:00,9932.4
2022-01-23 10:10:00,12552.6
2022-01-23 11:10:00,14046.4
2022-01-23 12:10:00,14589.6
2022-01-23 13:10:00,14010.8
2022-01-23 14:10:00,12105.4
2022-01-23 15:10:00,8934
2022-01-23 16:10:00,4353.2
2022-01-23 17:10:00,0
2022-01-23 18:10:00,0
2022-01-23 19:10:00,0
2022-01-23 20:10:00,0
2022-01-23 21:10:00,0
2022-01-23 22:10:00,0
2022-01-23 23:10:00,0
2022-01-24 00:10:00,0
2022-01-24 01:10:00,0
2022-01-24 02:10:00,0
2022-01-24 03:10:00,0
2022-01-24 04:10:00,0
2022-01-24 05:10:00,0
2022-01-24 06:10:00,0
2022-01-24 07:10:00,0
2022-01-24 08:10:00,321.6
2022-01-24 09:10:00,10086.2
2022-01-24 10:10:00,12420.6
2022-01-24 11:10:00,13758.2
2022-01-24 12:10:00,14360.2
2022-01-24 13:10:00,14027.4
2022-01-24 14:10:00,12019.8
2022-01-24 15:10:00,9026.2
2022-01-24 16:10:00,4403.2
2022-01-24 17:10:00,0
2022-01-24 18:10:00,0
2022-01-24 19:10:00,0
2022-01-24 20:10:00,0
2022-01-24 21:10:00,0
2022-01-24 22:10:00,0
2022-01-24 23:10:00,0
2022-01-25 00:10:00,0
2022-01-25 01:10:00,0
2022-01-25 02:10:00,0
2022-01-25 03:10:00,0
2022-01-25 04:10:00,0
2022-01-25 05:10:00,0
2022-01-25 06:10:00,0
2022-01-25 07:10:00,0
2022-01-25 08:10:00,308.4
2022-01-25 09:10:00,10164.8
2022-01-25 10:10:00,12672.4
2022-01-25 11:10:00,14019
2022-01-25 12:10:00,14276.8
2022-01-25 13:10:00,13723
2022-01-25 14:10:00,12063
2022-01-25 15:10:00,9081.4
2022-01-25 16:10:00,4580.6
2022-01-25 17:10:00,0
2022-01-25 18:10:00,0
2022-01-25 19:10:00,0
2022-01-25 20:10:00,0
2022-01-25 21:10:00,0
2022-01-25 22:10:00,0
2022-01-25 23:10:00,0
2022-01-26 00:10:00,0
2022-01-26 01:10:00,0
2022-01-26 02:10:00,0
2022-01-26 03:10:00,0
2022-01-26 04:10:00,0
2022-01-26 05:10:00,0
2022-01-26 06:10:00,0
2022-01-26 07:10:00,0
2022-01-26 08:10:00,308.8
2022-01-26 09:10:00,10403.8
2022-01-26 10:10:00,12931.6
2022-01-26 11:10:00,14183.8
2022-01-26 12:10:00,14314.2
2022-01-26 13:10:00,13885.8
2022-01-26 14:10:00,12279.4
2022-01-26 15:10:00,9214.4
2022-01-26 16:10:00,4685.4
2022-01-26 17:10:00,0
2022-01-26 18:10:00,0
2022-01-26 19:10:00,0
2022-01-26 20:10:00,0
2022-01-26 21:10:00,0
2022-01-26 22:10:00,0
2022-01-26 23:10:00,0
2022-01-27 00:10:00,0
2022-01-27 01:10:00,0
2022-01-27 02:10:00,0
2022-01-27 03:10:00,0
2022-01-27 04:10:00,0
2022-01-27 05:10:00,0
2022-01-27 06:10:00,0
2022-01-27 07:10:00,0
2022-01-27 08:10:00,295.4
2022-01-27 09:10:00,10490.6
2022-01-27 10:10:00,12950.4
2022-01-27 11:10:00,14329.6
2022-01-27 12:10:00,14454.6
2022-01-27 13:10:00,14198.2
2022-01-27 14:10:00,12407.8
2022-01-27 15:10:00,9367.2
2022-01-27 16:10:00,4933.6
2022-01-27 17:10:00,0
2022-01-27 18:10:00,0
2022-01-27 19:10:00,0
2022-01-27 20:10:00,0
2022-01-27 21:10:00,0
2022-01-27 22:10:00,0
2022-01-27 23:10:00,0
2022-01-28 00:10:00,0
2022-01-28 01:10:00,0
2022-01-28 02:10:00,0
2022-01-28 03:10:00,0
2022-01-28 04:10:00,0
2022-01-28 05:10:00,0
2022-01-28 06:10:00,0
2022-01-28 07:10:00,0
2022-01-28 08:10:00,269.2
2022-01-28 09:10:00,10605.2
2022-01-28 10:10:00,13203.4
2022-01-28 11:10:00,14706.2
2022-01-28 12:10:00,14827
2022-01-28 13:10:00,14423.6
2022-01-28 14:10:00,12515.8
2022-01-28 15:10:00,9488.4
2022-01-28 16:10:00,4987
2022-01-28 17:10:00,0
2022-01-28 18:10:00,0
2022-01-28 19:10:00,0
2022-01-28 20:10:00,0
2022-01-28 21:10:00,0
2022-01-28 22:10:00,0
2022-01-28 23:10:00,0
2022-01-29 00:10:00,0
2022-01-29 01:10:00,0
2022-01-29 02:10:00,0
2022-01-29 03:10:00,0
2022-01-29 04:10:00,0
2022-01-29 05:10:00,0
2022-01-29 06:10:00,0
2022-01-29 07:10:00,0
2022-01-29 08:10:00,347.6
2022-01-29 09:10:00,10287
2022-01-29 10:10:00,12795.4
2022-01-29 11:10:00,14232.4
2022-01-29 12:10:00,14313.4
2022-01-29 13:10:00,13693.4
2022-01-29 14:10:00,12254.6
2022-01-29 15:10:00,9295.4
2022-01-29 16:10:00,4950.2
2022-01-29 17:10:00,0
2022-01-29 18:10:00,0
2022-01-29 19:10:00,0
2022-01-29 20:10:00,0
2022-01-29 21:10:00,0
2022-01-29 22:10:00,0
2022-01-29 23:10:00,0
2022-01-30 00:10:00,0
2022-01-30 01:10:00,0
2022-01-30 02:10:00,0
2022-01-30 03:10:00,0
2022-01-30 04:10:00,0
2022-01-30 05:10:00,0
2022-01-30 06:10:00,0
2022-01-30 07:10:00,0
2022-01-30 08:10:00,306.8
2022-01-30 09:10:00,10489
2022-01-30 10:10:00,13072.6
2022-01-30 11:10:00,14602.6
2022-01-30 12:10:00,14521.8
2022-01-30 13:10:00,14197.8
2022-01-30 14:10:00,12394.4
2022-01-30 15:10:00,9390.8
2022-01-30 16:10:00,4999.4
2022-01-30 17:10:00,0
2022-01-30 18:10:00,0
2022-01-30 19:10:00,0
2022-01-30 20:10:00,0
2022-01-30 21:10:00,0
2022-01-30 22:10:00,0
2022-01-30 23:10:00,0
2022-01-31 00:10:00,0
2022-01-31 01:10:00,0
2022-01-31 02:10:00,0
2022-01-31 03:10:00,0
2022-01-31 04:10:00,0
2022-01-31 05:10:00,0
2022-01-31 06:10:00,0
2022-01-31 07:10:00,0
2022-01-31 08:10:00,346.8
2022-01-31 09:10:00,10309.2
2022-01-31 10:10:00,11682.8
2022-01-31 11:10:00,14606.8
2022-01-31 12:10:00,15697.4
2022-01-31 13:10:00,14738.4
2022-01-31 14:10:00,12563
2022-01-31 15:10:00,9485.8
2022-01-31 16:10:00,5019.6
2022-01-31 17:10:00,0
2022-01-31 18:10:00,0
2022-01-31 19:10:00,0
2022-01-31 20:10:00,0
2022-01-31 21:10:00,0
2022-01-31 22:10:00,0
2022-01-31 23:10:00,0
2022-02-01 00:10:00,0
2022-02-01 01:10:00,0
2022-02-01 02:10:00,0
2022-02-01 03:10:00,0
2022-02-01 04:10:00,0
2022-02-01 05:10:00,0
2022-02-01 06:10:00,0
2022-02-01 07:10:00,0
2022-02-01 08:10:00,5771.6
2022-02-01 09:10:00,9967.2
2022-02-01 10:10:00,12782.6
2022-02-01 11:10:00,14431.4
2022-02-01 12:10:00,15277
2022-02-01 13:10:00,14434.8
2022-02-01 14:10:00,12314
2022-02-01 15:10:00,9084
2022-02-01 16:10:00,4592.6
2022-02-01 17:10:00,0
2022-02-01 18:10:00,0
2022-02-01 19:10:00,0
2022-02-01 20:10:00,0
2022-02-01 21:10:00,0
2022-02-01 22:10:00,0
2022-02-01 23:10:00,0
2022-02-02 00:10:00,0
2022-02-02 01:10:00,0
2022-02-02 02:10:00,0
2022-02-02 03:10:00,0
2022-02-02 04:10:00,0
2022-02-02 05:10:00,0
2022-02-02 06:10:00,0
2022-02-02 07:10:00,0
2022-02-02 08:10:00,6012.6
2022-02-02 09:10:00,10133
2022-02-02 10:10:00,12947.2
2022-02-02 11:10:00,0
2022-02-02 12:10:00,15353.2
2022-02-02 13:10:00,14287
2022-02-02 14:10:00,12161
2022-02-02 15:10:00,9151.4
2022-02-02 16:10:00,4860.4
2022-02-02 17:10:00,0
2022-02-02 18:10:00,0
2022-02-02 19:10:00,0
2022-02-02 20:10:00,0
2022-02-02 21:10:00,0
2022-02-02 22:10:00,0
2022-02-02 23:10:00,0
2022-02-03 00:10:00,0
2022-02-03 01:10:00,0
2022-02-03 02:10:00,0
2022-02-03 03:10:00,0
2022-02-03 04:10:00,0
2022-02-03 05:10:00,0
2022-02-03 06:10:00,0
2022-02-03 07:10:00,0
2022-02-03 08:10:00,5533
2022-02-03 09:10:00,10107.8
2022-02-03 10:10:00,12959.2
2022-02-03 11:10:00,14523.2
2022-02-03 12:10:00,15284
2022-02-03 13:10:00,14653.8
2022-02-03 14:10:00,6677
2022-02-03 15:10:00,4196.2
2022-02-03 16:10:00,1422.4
2022-02-03 17:10:00,0
2022-02-03 18:10:00,0
2022-02-03 19:10:00,0
2022-02-03 20:10:00,0
2022-02-03 21:10:00,0
2022-02-03 22:10:00,0
2022-02-03 23:10:00,0
2022-02-04 00:10:00,0
2022-02-04 01:10:00,0
2022-02-04 02:10:00,0
2022-02-04 03:10:00,0
2022-02-04 04:10:00,0
2022-02-04 05:10:00,0
2022-02-04 06:10:00,0
2022-02-04 07:10:00,0
2022-02-04 08:10:00,1623.8
2022-02-04 09:10:00,3350.6
2022-02-04 10:10:00,10453.4
2022-02-04 11:10:00,14059.8
2022-02-04 12:10:00,13963.2
2022-02-04 13:10:00,6945.6
2022-02-04 14:10:00,9689.2
2022-02-04 15:10:00,4635.8
2022-02-04 16:10:00,2342.2
2022-02-04 17:10:00,0
2022-02-04 18:10:00,0
2022-02-04 19:10:00,0
2022-02-04 20:10:00,0
2022-02-04 21:10:00,0
2022-02-04 22:10:00,0
2022-02-04 23:10:00,0
2022-02-05 00:10:00,0
2022-02-05 01:10:00,0
2022-02-05 02:10:00,0
2022-02-05 03:10:00,0
2022-02-05 04:10:00,0
2022-02-05 05:10:00,0
2022-02-05 06:10:00,0
2022-02-05 07:10:00,0
2022-02-05 08:10:00,2569.8
2022-02-05 09:10:00,3044.2
2022-02-05 10:10:00,1140.6
2022-02-05 11:10:00,2072.2
2022-02-05 12:10:00,2571.8
2022-02-05 13:10:00,2595.6
2022-02-05 14:10:00,7229.2
2022-02-05 15:10:00,3597.2
2022-02-05 16:10:00,4160.8
2022-02-05 17:10:00,0
2022-02-05 18:10:00,0
2022-02-05 19:10:00,0
2022-02-05 20:10:00,0
2022-02-05 21:10:00,0
2022-02-05 22:10:00,0
2022-02-05 23:10:00,0
2022-02-06 00:10:00,0
2022-02-06 01:10:00,0
2022-02-06 02:10:00,0
2022-02-06 03:10:00,0
2022-02-06 04:10:00,0
2022-02-06 05:10:00,0
2022-02-06 06:10:00,0
2022-02-06 07:10:00,0
2022-02-06 08:10:00,5984
2022-02-06 09:10:00,10240.8
2022-02-06 10:10:00,13310.4
2022-02-06 11:10:00,15347.6
2022-02-06 12:10:00,15847.4
